rownb	customerkey	customer_name	customer_country	customer_city	customer_postalcode	customer_street	plantkey	full_address	latitude	longitude
369	369	Schmeler, Miller and Barrows	Germany	Essen	45149	9913 Randy Terrace	4	9913 Randy Terrace 45149 Essen Germany	51.42762756	6.96242285
370	370	Hegmann, Upton and Batz	Germany	Wuppertal	42349	22774 Logan Park	4	22774 Logan Park 42349 Wuppertal Germany	51.2357477	7.21216217
371	371	Gutmann-Braun	Belgium	Ath	7823	88875 Nevada Court	4	88875 Nevada Court 7823 Ath Belgium	50.63850784	3.88788533
372	372	Dooley-Klein	Belgium	Bruxelles	1170	807 Dapin Hill	4	807 Dapin Hill 1170 Bruxelles Belgium	50.8277189	4.46506105
373	373	Sipes-Grimes	Germany	Düsseldorf	40591	4243 Esker Terrace	4	4243 Esker Terrace 40591 Düsseldorf Germany	51.19216919	6.82133818
374	374	Raynor Group	Belgium	Mons	7032	96 Monica Alley	4	96 Monica Alley 7032 Mons Belgium	50.4463052	3.9899069
375	375	Kreiger Group	Germany	Nürnberg	90451	636 Kings Parkway	4	636 Kings Parkway 90451 Nürnberg Germany	49.489043	10.913106
376	376	Paucek-Ebert	Germany	Leipzig	4317	198 Macpherson Plaza	4	198 Macpherson Plaza 4317 Leipzig Germany	51.325641	12.449888
377	377	Russel and Sons	Germany	München	80686	7730 Del Sol Park	4	7730 Del Sol Park 80686 München Germany	34.289948	-84.195957
378	378	Simonis, Ziemann and Kulas	Germany	Wuppertal	42349	373 Moulton Crossing	4	373 Moulton Crossing 42349 Wuppertal Germany	51.414619	6.994304
379	379	Skiles, Lockman and Schuppe	Germany	Wiesbaden	65191	1 Village Junction	4	1 Village Junction 65191 Wiesbaden Germany	50.095013	8.233705
380	380	Grant-Willms	Germany	München	81543	3 Kim Junction	4	3 Kim Junction 81543 München Germany	48.18295834	11.5540814
381	381	Bins, Reichel and Stracke	Germany	Köln	50733	83 Thierer Hill	4	83 Thierer Hill 50733 Köln Germany	51.12794475	6.2118352
382	382	Heaney LLC	Germany	Mannheim	68239	6902 Hintze Terrace	4	6902 Hintze Terrace 68239 Mannheim Germany	49.45798378	8.5633335
383	383	Schoen-Hamill	Germany	Hamburg	20359	5 Oakridge Crossing	4	5 Oakridge Crossing 20359 Hamburg Germany	53.546666	9.99371
384	384	Schumm Inc	Germany	Köln	51107	93031 Old Gate Center	4	93031 Old Gate Center 51107 Köln Germany	50.86202194	6.0661722
385	385	Skiles, Lehner and Weissnat	Germany	Berlin	10823	4 Waxwing Avenue	4	4 Waxwing Avenue 10823 Berlin Germany	52.611317	13.316887
386	386	Bosco LLC	Germany	Berlin	13409	77116 Hermina Pass	4	77116 Hermina Pass 13409 Berlin Germany	52.50122004	13.61611594
387	387	Corwin, Dickens and Klein	Germany	Duisburg	47139	11145 Sheridan Terrace	4	11145 Sheridan Terrace 47139 Duisburg Germany	51.47611237	6.69981861
388	388	Braun-Powlowski	Germany	Augsburg	86156	85 Rigney Park	4	85 Rigney Park 86156 Augsburg Germany	48.72914761	10.79047331
389	389	Dooley Inc	Germany	Aachen	52080	89096 John Wall Way	4	89096 John Wall Way 52080 Aachen Germany	50.76838705	6.087444
390	390	Bahringer-Ernser	Germany	Berlin	13409	4754 Washington Drive	4	4754 Washington Drive 13409 Berlin Germany	42.959013	-88.101393
391	391	O'Keefe-Schneider	Germany	Essen	45356	2451 Ridge Oak Road	4	2451 Ridge Oak Road 45356 Essen Germany	44.957983	-93.402565
392	392	Hansen, Zboncak and Hermiston	Germany	Hamburg Harvestehude	20249	31 Bay Drive	4	31 Bay Drive 20249 Hamburg Harvestehude Germany	53.574055	9.958727
393	393	Hauck, Kovacek and Schuster	Germany	Cottbus	3055	7 Mayer Parkway	4	7 Mayer Parkway 3055 Cottbus Germany	48.342069	8.949373
394	394	Blick, Rodriguez and Boyle	Germany	Nürnberg	90451	73840 Ruskin Junction	4	73840 Ruskin Junction 90451 Nürnberg Germany	39.93745552	-75.24534414
395	395	Maggio and Sons	Germany	Hamburg	22559	86949 Warrior Lane	4	86949 Warrior Lane 22559 Hamburg Germany	38.27706401	-85.66596448
396	396	Ankunding Inc	Germany	Dresden	1462	86 Sunfield Court	4	86 Sunfield Court 1462 Dresden Germany	50.987659	13.830179
397	397	Baumbach-Schaefer	Germany	Wuppertal	42349	06 Loftsgordon Drive	4	06 Loftsgordon Drive 42349 Wuppertal Germany	51.207295	7.142719
398	398	Vandervort, Kilback and Koepp	Germany	Bielefeld	33619	0 Schmedeman Hill	4	0 Schmedeman Hill 33619 Bielefeld Germany	52.0492363	8.45298576
399	399	Rodriguez, Wolff and Lubowitz	Germany	Aachen	52080	90 Killdeer Hill	4	90 Killdeer Hill 52080 Aachen Germany	39.70477	-79.1499167
400	400	Dibbert Inc	Belgium	Charleroi	6042	2 Algoma Plaza	4	2 Algoma Plaza 6042 Charleroi Belgium	50.4259606	4.4437068
401	401	Kling-Walker	Germany	Berlin	14109	516 Boyd Lane	4	516 Boyd Lane 14109 Berlin Germany	52.456724	13.628762
402	402	Stracke-Abshire	Germany	Hannover	30453	8048 Roxbury Drive	4	8048 Roxbury Drive 30453 Hannover Germany	40.274807	-76.7460295
403	403	Ledner-Hilpert	Germany	Berlin	13409	32 Doe Crossing Crossing	4	32 Doe Crossing Crossing 13409 Berlin Germany	41.91084675	-72.32266576
404	404	Watsica Inc	Germany	Witzenhausen	37217	775 Hagan Court	4	775 Hagan Court 37217 Witzenhausen Germany	31.3128031	-95.44362535
405	405	Streich, Shanahan and Paucek	Germany	Hamburg Sankt Pauli	20459	120 Muir Crossing	4	120 Muir Crossing 20459 Hamburg Sankt Pauli Germany	53.546524	9.9602658
406	406	Prohaska-Lemke	Germany	Hamburg	20249	22 Stuart Center	4	22 Stuart Center 20249 Hamburg Germany	53.579502	9.972506
407	407	Gottlieb-Ratke	Germany	Düsseldorf	40489	49 Amoth Trail	4	49 Amoth Trail 40489 Düsseldorf Germany	51.284095	6.790242
408	408	Waters, Kihn and Keeling	Germany	Aachen	52080	66 Caliangt Court	4	66 Caliangt Court 52080 Aachen Germany	50.751052	6.172249
409	409	Mosciski Group	Germany	Mönchengladbach	41199	4454 Sunnyside Lane	4	4454 Sunnyside Lane 41199 Mönchengladbach Germany	44.91877071	-93.34174708
410	410	Klocko and Sons	Germany	Leipzig	4109	0 Brown Plaza	4	0 Brown Plaza 4109 Leipzig Germany	51.33969116	12.37135601
411	411	Schoen-Dicki	Belgium	Bruxelles	1170	68659 Redwing Hill	4	68659 Redwing Hill 1170 Bruxelles Belgium	43.22677821	-88.54785229
412	412	Kuhic Inc	Germany	Düsseldorf	40489	59 Dunning Point	4	59 Dunning Point 40489 Düsseldorf Germany	51.283635	6.790273
413	413	Toy-Grant	Germany	Rostock	18147	20287 Havey Street	4	20287 Havey Street 18147 Rostock Germany	54.13519669	12.11890793
414	414	Ortiz, O'Conner and Pfannerstill	Germany	Hannover	30629	66094 Dayton Street	4	66094 Dayton Street 30629 Hannover Germany	52.39297867	9.84748173
415	415	Berge LLC	Germany	München	80804	0286 Sommers Way	4	0286 Sommers Way 80804 München Germany	48.11806546	11.57014656
416	416	Homenick, Lakin and Klocko	Germany	Bonn	53129	09 Grim Center	4	09 Grim Center 53129 Bonn Germany	50.73611856	7.10098674
417	417	McLaughlin-Schuster	Belgium	Tournai	7536	26 Montana Circle	4	26 Montana Circle 7536 Tournai Belgium	50.5918352	3.4250449
418	418	Welch-Goldner	Germany	Köln	51107	95 Grasskamp Way	4	95 Grasskamp Way 51107 Köln Germany	50.91866	7.073293
419	419	Zieme-Hartmann	Germany	Wiesbaden	65191	2498 Golden Leaf Center	4	2498 Golden Leaf Center 65191 Wiesbaden Germany	50.08382034	8.28393841
420	420	O'Hara and Sons	Germany	Remscheid	42897	2 Sundown Park	4	2 Sundown Park 42897 Remscheid Germany	51.188437	7.188178
421	421	Monahan-Dickinson	Germany	Dortmund	44269	21 Carberry Circle	4	21 Carberry Circle 44269 Dortmund Germany	51.4963152	7.5349875
422	422	Fadel, Welch and Maggio	Germany	Hamburg	22041	8 Judy Crossing	4	8 Judy Crossing 22041 Hamburg Germany	53.580889	10.051731
423	423	Hessel, Shields and Bailey	Germany	Dortmund	44269	2987 Mayer Way	4	2987 Mayer Way 44269 Dortmund Germany	51.49259316	7.40873519
424	424	Schuster-Hilll	Germany	Gelsenkirchen	45886	27 Kropf Circle	4	27 Kropf Circle 45886 Gelsenkirchen Germany	51.521275	7.10597
425	425	Harvey Group	Germany	Wuppertal	42349	9481 Declaration Plaza	4	9481 Declaration Plaza 42349 Wuppertal Germany	44.83208801	-93.56874482
426	426	Ward, Sauer and Conn	Germany	Dresden	1189	1 Banding Circle	4	1 Banding Circle 1189 Dresden Germany	50.987252	13.80646
427	427	Abbott, Hickle and Schroeder	Germany	Rostock	18147	278 Garrison Avenue	4	278 Garrison Avenue 18147 Rostock Germany	38.607787	-83.173209
428	428	Bahringer, Zulauf and Will	Germany	Mainz	55124	7 West Avenue	4	7 West Avenue 55124 Mainz Germany	50.0166098	8.218134
429	429	Moen-Zboncak	Germany	München	80686	526 Fremont Alley	4	526 Fremont Alley 80686 München Germany	39.7022302	-78.17824125
430	430	Schmidt, Klocko and Block	Germany	Hamburg	21037	4215 Kennedy Court	4	4215 Kennedy Court 21037 Hamburg Germany	40.77904824	-74.02696974
431	431	Beatty, Lockman and Smitham	Germany	Halle	6126	26140 Dunning Street	4	26140 Dunning Street 6126 Halle Germany	51.48216629	11.96579552
432	432	Hackett, Bosco and McGlynn	Germany	Würzburg	97078	6 Moulton Trail	4	6 Moulton Trail 97078 Würzburg Germany	49.822789	9.961555
433	433	Wunsch-Sipes	Germany	Heilbronn	74080	8 Melvin Crossing	4	8 Melvin Crossing 74080 Heilbronn Germany	34.11947006	-83.60026634
434	434	Schulist-Smitham	Germany	Kassel	34132	96531 Utah Pass	4	96531 Utah Pass 34132 Kassel Germany	51.27565765	9.44962788
435	435	Turcotte-Rolfson	Germany	Kiel	24109	19868 5th Place	4	19868 5th Place 24109 Kiel Germany	54.311064	10.050862
436	436	Boyle-Kunze	Belgium	Péruwelz	7604	6 Bluestem Road	4	6 Bluestem Road 7604 Péruwelz Belgium	50.530337	3.528393
437	437	Barton Group	Germany	München	81679	5246 Melby Point	4	5246 Melby Point 81679 München Germany	48.14812851	11.61121082
438	438	Jacobs, Lockman and Tillman	Germany	Wuppertal	42349	198 Butterfield Way	4	198 Butterfield Way 42349 Wuppertal Germany	51.234165	7.152289
439	439	Terry Group	Germany	Hamburg Winterhude	22303	5939 Macpherson Lane	4	5939 Macpherson Lane 22303 Hamburg Winterhude Germany	53.5999794	10.01350784
440	440	Funk-Kuphal	Belgium	Namur	5100	57027 Oak Valley Alley	4	57027 Oak Valley Alley 5100 Namur Belgium	43.0209145	-88.2998965
441	441	Lueilwitz, Ondricka and Altenwerth	Germany	Nürnberg	90411	562 Shoshone Park	4	562 Shoshone Park 90411 Nürnberg Germany	39.79798317	-77.03511611
442	442	Jerde, Marquardt and Hamill	Germany	Düsseldorf	40225	56 Nevada Hill	4	56 Nevada Hill 40225 Düsseldorf Germany	34.84923976	-83.48032966
443	443	Lowe, Kirlin and Lakin	Germany	Wuppertal	42349	635 Barby Alley	4	635 Barby Alley 42349 Wuppertal Germany	51.20561218	7.13417959
444	444	Lindgren Group	Germany	Berlin	12437	2678 Pine View Plaza	4	2678 Pine View Plaza 12437 Berlin Germany	46.24841454	-94.60690913
445	445	West-VonRueden	Germany	München	80337	3 Blackbird Alley	4	3 Blackbird Alley 80337 München Germany	48.18295834	11.5540814
446	446	Bailey-Quigley	Germany	Lübeck	23568	130 Heffernan Place	4	130 Heffernan Place 23568 Lübeck Germany	53.869695	10.693963
447	447	Stiedemann, Nader and Kunde	Germany	Halle	6116	9 Glacier Hill Parkway	4	9 Glacier Hill Parkway 6116 Halle Germany	51.19757	11.95532
448	448	Koelpin, Nicolas and Strosin	Germany	Berlin	14109	8375 Sachtjen Plaza	4	8375 Sachtjen Plaza 14109 Berlin Germany	52.41986847	13.16157627
449	449	Dicki-Goodwin	Germany	Frankfurt am Main	60549	590 Bashford Avenue	4	590 Bashford Avenue 60549 Frankfurt am Main Germany	50.100786	8.598233
450	450	Ziemann-Murray	Germany	Dresden	1462	3059 Carberry Terrace	4	3059 Carberry Terrace 1462 Dresden Germany	51.05099106	13.73363304
451	451	Lakin and Sons	Germany	Würzburg	97078	66 Cottonwood Hill	4	66 Cottonwood Hill 97078 Würzburg Germany	49.783695	9.954073
452	452	Luettgen-Nikolaus	Germany	Hamburg Harvestehude	20249	163 Hayes Circle	4	163 Hayes Circle 20249 Hamburg Harvestehude Germany	53.577782	9.947284
453	453	Orn, Konopelski and Brekke	Germany	Chemnitz	9116	320 Manufacturers Hill	4	320 Manufacturers Hill 9116 Chemnitz Germany	-29.8165611	30.85922012
454	454	McCullough-Purdy	Germany	Augsburg	86156	96 Golf View Circle	4	96 Golf View Circle 86156 Augsburg Germany	40.0731445	-75.24843925
455	455	Skiles and Sons	Belgium	Bruxelles	1050	68074 Farmco Court	4	68074 Farmco Court 1050 Bruxelles Belgium	50.82773972	4.3715167
456	456	Paucek LLC	Germany	Münster	48161	52 Anderson Place	4	52 Anderson Place 48161 Münster Germany	51.949285	7.609222
457	457	Boyer, Little and Quigley	Belgium	Tournai	7504	9 Dexter Pass	4	9 Dexter Pass 7504 Tournai Belgium	50.57846069	3.32816601
458	458	Stoltenberg-Crooks	Germany	Rostock	18147	360 Harbort Parkway	4	360 Harbort Parkway 18147 Rostock Germany	54.13519669	12.11890793
459	459	Hermiston, Schultz and Hettinger	Germany	Hannover	30453	65 Redwing Junction	4	65 Redwing Junction 30453 Hannover Germany	52.361129	9.694667
460	460	Little-Hintz	Germany	Hamm	59071	2050 Susan Avenue	4	2050 Susan Avenue 59071 Hamm Germany	40.237305	-77.186497
461	461	West LLC	Germany	Erfurt	99089	4452 Lakeland Crossing	4	4452 Lakeland Crossing 99089 Erfurt Germany	39.997043	-75.071244
462	462	Treutel Inc	Germany	Berlin	14199	26 Iowa Pass	4	26 Iowa Pass 14199 Berlin Germany	41.63155151	-72.76040122
463	463	Brekke-Smith	Belgium	Tournai	7536	0154 Buena Vista Road	4	0154 Buena Vista Road 7536 Tournai Belgium	39.26837696	-80.33472794
464	464	Keeling, Crist and Gislason	Belgium	Antwerpen	2170	36311 Prentice Way	4	36311 Prentice Way 2170 Antwerpen Belgium	51.24203873	4.44098806
465	465	Tillman, Lindgren and Kohler	Germany	Ludwigshafen am Rhein	67067	72378 Oneill Pass	4	72378 Oneill Pass 67067 Ludwigshafen am Rhein Germany	49.4452095	8.41831207
466	466	Mraz, Kemmer and Huels	Germany	Wetzlar	35581	9 Hoard Alley	4	9 Hoard Alley 35581 Wetzlar Germany	50.551427	8.500773
467	467	Lynch Group	Belgium	Bouillon	6834	7542 Havey Plaza	4	7542 Havey Plaza 6834 Bouillon Belgium	49.83944321	5.11235952
468	468	Nader and Sons	Belgium	Momignies	6594	384 Milwaukee Way	4	384 Milwaukee Way 6594 Momignies Belgium	50.01554108	4.156569
469	469	Casper and Sons	Germany	Wetzlar	35581	232 Kinsman Hill	4	232 Kinsman Hill 35581 Wetzlar Germany	-29.81491505	30.8542927
470	470	Macejkovic LLC	Germany	Leipzig	4317	25 Manitowish Place	4	25 Manitowish Place 4317 Leipzig Germany	51.338156	12.517378
471	471	Emmerich and Sons	Germany	Düsseldorf	40215	63 Bunting Crossing	4	63 Bunting Crossing 40215 Düsseldorf Germany	51.213952	6.769868
472	472	Konopelski, Schowalter and Koelpin	Germany	Hamburg	22453	5 Norway Maple Court	4	5 Norway Maple Court 22453 Hamburg Germany	44.80515081	-93.88082293
473	473	Connelly LLC	Belgium	Mons	7032	66 Bay Circle	4	66 Bay Circle 7032 Mons Belgium	43.1428593	-76.23434432
474	474	Kub-Hahn	Germany	Berlin	12169	4 Anniversary Pass	4	4 Anniversary Pass 12169 Berlin Germany	54.035584	10.448162
475	475	Nolan-Rippin	Germany	Hamburg Sankt Pauli	20459	0 Hazelcrest Crossing	4	0 Hazelcrest Crossing 20459 Hamburg Sankt Pauli Germany	53.54581792	9.95369118
476	476	Rutherford, Ullrich and Bednar	Germany	Düsseldorf	40489	25005 Harbort Hill	4	25005 Harbort Hill 40489 Düsseldorf Germany	51.2969821	6.73022987
477	477	Breitenberg, Mraz and Friesen	Germany	Augsburg	86156	2 Sugar Point	4	2 Sugar Point 86156 Augsburg Germany	48.56971	11.241038
478	478	Hintz-Purdy	Germany	Stuttgart Stuttgart-Mitte	70180	6127 Tennessee Court	4	6127 Tennessee Court 70180 Stuttgart Stuttgart-Mitte Germany	48.77456284	9.17989254
479	479	Schaefer Inc	Germany	Dillenburg	35687	01197 Manitowish Pass	4	01197 Manitowish Pass 35687 Dillenburg Germany	50.62814815	8.74494239
480	480	Jaskolski-Quigley	Belgium	Bruxelles	1170	7476 Twin Pines Lane	4	7476 Twin Pines Lane 1170 Bruxelles Belgium	42.98690132	-75.97591776
481	481	Lesch-Carter	Germany	Kiel	24109	96876 Graedel Park	4	96876 Graedel Park 24109 Kiel Germany	54.349125	10.14519849
482	482	Trantow and Sons	Germany	Köln	51107	87394 Knutson Lane	4	87394 Knutson Lane 51107 Köln Germany	50.92986679	7.04415607
483	483	Hilpert Inc	Germany	Berlin	12103	47664 Waxwing Place	4	47664 Waxwing Place 12103 Berlin Germany	52.46348953	13.37276268
484	484	Hauck, Keebler and Pfeffer	Belgium	Tournai	7504	417 Chive Lane	4	417 Chive Lane 7504 Tournai Belgium	50.6047959	3.3582409
485	485	Towne Group	Germany	Osnabrück	49082	72 Prairieview Plaza	4	72 Prairieview Plaza 49082 Osnabrück Germany	52.278475	8.069979
486	486	Bergnaum, Purdy and Bins	Germany	Hamburg	22559	0 Melby Alley	4	0 Melby Alley 22559 Hamburg Germany	53.58298874	9.75383472
487	487	Murazik-Keebler	Germany	Heilbronn	74080	0 Barby Street	4	0 Barby Street 74080 Heilbronn Germany	49.13300323	9.15668488
488	488	Zieme Group	Germany	München	80686	19278 Esker Point	4	19278 Esker Point 80686 München Germany	48.13212585	11.51738644
489	489	Moore, Homenick and Glover	Germany	Hamburg Sankt Pauli	20459	9792 Meadow Vale Plaza	4	9792 Meadow Vale Plaza 20459 Hamburg Sankt Pauli Germany	53.5456422	9.9665443
490	490	Zboncak-Dare	Germany	Hanau	63456	555 Jackson Park	4	555 Jackson Park 63456 Hanau Germany	39.92484378	-75.11831847
491	491	Schiller-Doyle	Estonia	Toila	NA	05 Steensland Avenue	8	05 Steensland Avenue  Toila Estonia	59.42099762	27.51272774
492	492	Satterfield, Wuckert and Anderson	France	Bressuire	79309 CEDEX	40 Farragut Parkway	6	40 Farragut Parkway 79309 CEDEX Bressuire France	46.84272385	-0.4912014
493	493	Roberts, Bergnaum and Metz	Sweden	Luleå	973 41	2 Pennsylvania Center	8	2 Pennsylvania Center 973 41 Luleå Sweden	65.59879303	22.13380241
494	494	Heidenreich-Balistreri	Poland	Żurowa	38-323	8 Iowa Way	5	8 Iowa Way 38-323 Żurowa Poland	44.02531578	-70.36311149
495	495	Renner Group	Poland	Dobra	72-210	044 Sommers Avenue	5	044 Sommers Avenue 72-210 Dobra Poland	53.58618927	15.30769634
496	496	Carroll, Kub and Lakin	France	Marseille	13382 CEDEX 13	82 Beilfuss Center	6	82 Beilfuss Center 13382 CEDEX 13 Marseille France	43.29502106	5.37448692
497	497	Douglas, Krajcik and Lindgren	Norway	Larvik	3260	56 Hermina Road	8	56 Hermina Road 3260 Larvik Norway	59.0283341	10.0742198
498	498	Friesen-Kautzer	Sweden	Örebro	702 21	3 Reinke Alley	8	3 Reinke Alley 702 21 Örebro Sweden	59.2485233	15.2417059
499	499	D'Amore-Roberts	Czech Republic	Jablonec nad Nisou	466 01	030 Warbler Crossing	5	030 Warbler Crossing 466 01 Jablonec nad Nisou Czech Republic	50.72490692	15.16939735
500	500	Hahn Group	Czech Republic	Liběšice	506 01	4 Thierer Circle	5	4 Thierer Circle 506 01 Liběšice Czech Republic	50.3435143	15.3586507
501	501	McClure LLC	Greece	Mesopotamía	NA	34 Corry Trail	5	34 Corry Trail  Mesopotamía Greece	40.50464249	21.16003609
502	502	Breitenberg Group	Netherlands	Hoorn	1624	5 Katie Avenue	4	5 Katie Avenue 1624 Hoorn Netherlands	52.6525872	5.0662543
503	503	Larkin-Murazik	Poland	Dębowa Łąka	87-207	981 Bayside Pass	5	981 Bayside Pass 87-207 Dębowa Łąka Poland	53.25301361	19.0961628
504	504	Pollich-Kuphal	Sweden	Simrishamn	272 24	2 Shelley Park	8	2 Shelley Park 272 24 Simrishamn Sweden	43.37653105	-112.13175105
505	505	Haley Group	Greece	Agrínio	NA	492 Waywood Lane	5	492 Waywood Lane  Agrínio Greece	38.62717438	21.40910339
506	506	Okuneva, Russel and O'Keefe	Sweden	Täby	183 55	400 Clyde Gallagher Circle	8	400 Clyde Gallagher Circle 183 55 Täby Sweden	43.10296954	-89.34044479
507	507	Fay, Senger and Rau	Croatia	Stari Grad	21460	5 Victoria Road	6	5 Victoria Road 21460 Stari Grad Croatia	43.1841169	16.6005338
508	508	Brakus, Waters and Labadie	Lithuania	Telsiai	87001	5 Northfield Terrace	8	5 Northfield Terrace 87001 Telsiai Lithuania	55.9873895	22.2513532
509	509	King Inc	Czech Republic	Morávka	739 04	70048 Boyd Plaza	5	70048 Boyd Plaza 739 04 Morávka Czech Republic	49.59371185	18.52617645
510	510	Lynch-Kiehn	Sweden	Norberg	738 23	048 Tony Pass	8	048 Tony Pass 738 23 Norberg Sweden	60.0678215	15.92105961
511	511	Powlowski, Spencer and Raynor	Sweden	Skurup	274 34	21 Prairieview Terrace	8	21 Prairieview Terrace 274 34 Skurup Sweden	55.4798299	13.4985832
512	512	Shanahan Inc	Sweden	Falkenberg	311 35	794 Shopko Plaza	8	794 Shopko Plaza 311 35 Falkenberg Sweden	56.90979004	12.48954391
513	513	Wilderman, Homenick and Kuvalis	Poland	Grabica	97-306	9 Brickson Park Park	5	9 Brickson Park Park 97-306 Grabica Poland	51.48012543	19.52591705
514	514	Walter Group	France	Grenoble	38066 CEDEX 2	8 Lake View Parkway	6	8 Lake View Parkway 38066 CEDEX 2 Grenoble France	34.89750899	-82.38062231
515	515	Kemmer-Pouros	Sweden	Gävle	801 38	28107 Mandrake Parkway	8	28107 Mandrake Parkway 801 38 Gävle Sweden	60.66009521	17.16308594
516	516	Kris-Jacobs	Estonia	Põlva	NA	210 Hallows Drive	8	210 Hallows Drive  Põlva Estonia	57.92211318	27.554181
517	517	Willms, Lockman and Larkin	France	Saint-Laurent-Blangy	62055 CEDEX	1429 Helena Street	6	1429 Helena Street 62055 CEDEX Saint-Laurent-Blangy France	50.30132294	2.8015666
518	518	Hand, Turner and Sporer	Finland	Leppävirta	79101	3417 Caliangt Drive	8	3417 Caliangt Drive 79101 Leppävirta Finland	62.49084091	27.78591919
519	519	Lang-Okuneva	France	Paris 16	75784 CEDEX 16	1 Pearson Drive	6	1 Pearson Drive 75784 CEDEX 16 Paris 16 France	48.8649474	2.3081228
520	520	Parker-Bradtke	Croatia	Komiža	21485	515 Mcguire Pass	6	515 Mcguire Pass 21485 Komiža Croatia	-33.97102279	150.87182692
521	521	Purdy, Hermann and Macejkovic	Italy	Roma	128	76925 Knutson Park	6	76925 Knutson Park 128 Roma Italy	45.521397	12.1022082
522	522	Brakus Inc	Greece	Fálanna	NA	2 Annamark Point	5	2 Annamark Point  Fálanna Greece	39.71722412	22.39691544
523	523	Donnelly Group	Croatia	Horvati	10436	509 Jackson Center	6	509 Jackson Center 10436 Horvati Croatia	44.06827096	-87.88084646
524	524	Kuvalis-Rogahn	Netherlands	Utrecht (stad)	3560	05995 Artisan Lane	4	05995 Artisan Lane 3560 Utrecht (stad) Netherlands	52.18748888	5.39116314
525	525	Koelpin-Pouros	Finland	Hankasalmi	41521	328 Ridge Oak Alley	8	328 Ridge Oak Alley 41521 Hankasalmi Finland	40.7489175	-75.61394555
526	526	McClure-Williamson	Croatia	Žrnovnica	21251	2628 Mariners Cove Point	6	2628 Mariners Cove Point 21251 Žrnovnica Croatia	43.51848221	16.55750465
527	527	Johns, Wilderman and Abernathy	Sweden	Ulricehamn	523 32	18629 Grover Circle	8	18629 Grover Circle 523 32 Ulricehamn Sweden	36.468119	-92.91900912
528	528	Medhurst LLC	France	Bagneux	92224 CEDEX	46 Gulseth Avenue	6	46 Gulseth Avenue 92224 CEDEX Bagneux France	48.79789734	2.31370258
529	529	Walsh-Bergstrom	Czech Republic	Teplice	415 01	685 Redwing Trail	5	685 Redwing Trail 415 01 Teplice Czech Republic	50.6514285	13.8454953
530	530	Kuhic-Beier	France	Lille	59002 CEDEX	7976 South Place	6	7976 South Place 59002 CEDEX Lille France	45.88891602	-108.73468018
531	531	Bosco and Sons	France	Bar-le-Duc	55013 CEDEX	7 6th Junction	6	7 6th Junction 55013 CEDEX Bar-le-Duc France	48.77369308	5.16062546
532	532	Hilpert, Mosciski and Feest	Sweden	Torsås	385 30	76125 Declaration Drive	8	76125 Declaration Drive 385 30 Torsås Sweden	56.41138458	16.00364304
533	533	Hoeger-Blick	Sweden	Mora	792 52	03 Banding Plaza	8	03 Banding Plaza 792 52 Mora Sweden	61.00867844	14.54425144
534	534	Mohr Inc	France	Boulogne-Billancourt	92511 CEDEX	2 5th Hill	6	2 5th Hill 92511 CEDEX Boulogne-Billancourt France	48.83383179	2.24323249
535	535	Ratke Inc	France	Lyon	69339 CEDEX 02	4805 Kennedy Road	6	4805 Kennedy Road 69339 CEDEX 02 Lyon France	45.76730728	4.83430672
536	536	Hilll Inc	Poland	Garbów	21-080	9 Judy Terrace	5	9 Judy Terrace 21-080 Garbów Poland	51.350946	22.346847
537	537	Kuvalis-Little	France	Thionville	57119 CEDEX	5985 Fair Oaks Trail	6	5985 Fair Oaks Trail 57119 CEDEX Thionville France	49.35747528	6.16804266
538	538	Sauer Group	Poland	Kramarzówka	37-560	384 Packers Junction	5	384 Packers Junction 37-560 Kramarzówka Poland	37.3475955	-120.6026115
539	539	Terry-Runolfsdottir	Sweden	Osby	283 45	53 West Crossing	8	53 West Crossing 283 45 Osby Sweden	56.3699427	13.9810954
540	540	Becker LLC	France	Amiens	80004 CEDEX 1	741 Old Shore Parkway	6	741 Old Shore Parkway 80004 CEDEX 1 Amiens France	49.89389038	2.29422688
541	541	Stiedemann Inc	Croatia	Tučepi	21325	41 Anhalt Center	6	41 Anhalt Center 21325 Tučepi Croatia	43.2732811	17.04731369
542	542	Willms LLC	France	Chambéry	73031 CEDEX	1 School Court	6	1 School Court 73031 CEDEX Chambéry France	45.56669998	5.92085266
543	543	Pfannerstill LLC	France	Vagney	88125 CEDEX	8 Pleasure Center	6	8 Pleasure Center 88125 CEDEX Vagney France	48.00847244	6.71684456
544	544	Crona, Bernier and Breitenberg	France	Levallois-Perret	92691 CEDEX	559 Graceland Trail	6	559 Graceland Trail 92691 CEDEX Levallois-Perret France	48.8943367	2.2883935
545	545	Effertz, Cummerata and Tromp	Poland	Ożarowice	42-625	8 Judy Crossing	5	8 Judy Crossing 42-625 Ożarowice Poland	50.491532	19.060271
546	546	Larson LLC	Poland	Halinów	05-074	56 Amoth Hill	5	56 Amoth Hill 05-074 Halinów Poland	52.223526	21.3603878
547	547	Nitzsche, Hoeger and Kemmer	Poland	Krasnystaw	22-300	3994 Corben Crossing	5	3994 Corben Crossing 22-300 Krasnystaw Poland	50.98336411	23.17323112
548	548	Predovic, Bernier and Gislason	Finland	Forssa	30421	91498 Fallview Lane	8	91498 Fallview Lane 30421 Forssa Finland	60.81015015	23.62973976
